"time_millis","cpu"
1509009795178,13.29
1509009795179,13.55
1509009795180,16.87
1509009795181,8.67
1509009795182,16.56
1509009795183,8.56
1509009795184,13.39
1509009795185,12.36
1509009795186,18.33
1509009795187,18.07
1509009795188,15.94
1509009795189,14.96
1509009795190,16.2
1509009795191,10.82
1509009795192,14.98
1509009795193,14.06
1509009795194,15.49
1509009795195,14.75
1509009795196,15.94
1509009795197,19.43
1509009795198,16.28
1509009795199,12.08
1509009795200,10.74
1509009795201,18.87
1509009795202,15.22
1509009795203,16.25
1509009795204,14.29
1509009795205,15.24
1509009795206,11.87
1509009795207,15.36
1509009795208,16.87
1509009795209,12.99
1509009795210,7.65
1509009795211,9.84
1509009795212,13.95
1509009795213,11.58
1509009795214,5.84
1509009795215,10.86
1509009795216,12.14
1509009795217,14.06
1509009795218,11.38
1509009795219,12.93
1509009795220,17
1509009795221,17.66
1509009795222,16.99
1509009795223,15.41
1509009795224,12.24
1509009795225,20.21
1509009795226,17.28
1509009795227,12.37
1509009795228,12.74
1509009795229,12.55
1509009795230,17.18
1509009795231,16.19
1509009795232,9.88
1509009795233,14.23
1509009795234,17.19
1509009795235,12.32
1509009795236,14.28
1509009795237,15.01
1509009795238,11.99
1509009795239,10.52
1509009795240,15.34
1509009795241,19.12
1509009795242,14.53
1509009795243,16.83
1509009795244,8.75
1509009795245,18.77
1509009795246,17.91
1509009795247,15.9
1509009795248,17.24
1509009795249,11.94
1509009795250,16.52
1509009795251,15.84
1509009795252,13.24
1509009795253,13.81
1509009795254,11.32
1509009795255,17.93
1509009795256,10.7
1509009795257,10.41
1509009795258,20.89
1509009795259,13.6
1509009795260,11.61
1509009795261,13.85
1509009795262,14.15
1509009795263,12.24
1509009795264,15.61
1509009795265,16.74
1509009795266,9.86
1509009795267,14
1509009795268,17.8
1509009795269,14.51
1509009795270,14.45
1509009795271,7.57
1509009795272,12.03
1509009795273,13.63
1509009795274,12.56
1509009795275,17.29
1509009795276,11.2
1509009795277,18.93
1509009795278,11.69
1509009795279,15.76
1509009795280,10.88
1509009795281,13.97
1509009795282,16.59
1509009795283,10.87
1509009795284,18.85
1509009795285,15.17
1509009795286,17.75
1509009795287,13.61
1509009795288,21.58
1509009795289,11.11
1509009795290,12.88
1509009795291,8.18
1509009795292,16.39
1509009795293,13.34
1509009795294,15.9
1509009795295,14.88
1509009795296,12.64
1509009795297,13.78
1509009795298,17.63
1509009795299,18.22
1509009795300,15.91
1509009795301,12.12
1509009795302,17.01
1509009795303,11.65
1509009795304,12.7
1509009795305,12.67
1509009795306,15.6
1509009795307,16.12
1509009795308,19.13
1509009795309,14.55
1509009795310,14.69
1509009795311,17.98
1509009795312,19.15
1509009795313,12.14
1509009795314,16.7
1509009795315,12.3
1509009795316,16.83
1509009795317,14.02
1509009795318,17.95
1509009795319,19.99
1509009795320,10.87
1509009795321,13.62
1509009795322,12.8
1509009795323,13.8
1509009795324,12.72
1509009795325,14.03
1509009795326,19.85
1509009795327,12.64
1509009795328,16.55
1509009795329,18.43
1509009795330,14.52
1509009795331,18.32
1509009795332,10.43
1509009795333,17.49
1509009795334,12.39
1509009795335,10.84
1509009795336,18.63
1509009795337,9.71
1509009795338,14.03
1509009795339,17.19
1509009795340,13.41
1509009795341,15.2
1509009795342,14.07
1509009795343,8.55
1509009795344,15.65
1509009795345,10.52
1509009795346,10.49
1509009795347,11.97
1509009795348,15.84
1509009795349,16.53
1509009795350,14.41
1509009795351,14.47
1509009795352,14.18
1509009795353,18.8
1509009795354,13.1
1509009795355,13.49
1509009795356,17.59
1509009795357,15.29
1509009795358,15.27
1509009795359,19.75
1509009795360,19.68
1509009795361,14.4
1509009795362,13.29
1509009795363,14.05
1509009795364,12.06
1509009795365,14.94
1509009795366,15.53
1509009795367,17.68
1509009795368,11.99
1509009795369,14.62
1509009795370,13.41
1509009795371,19.57
1509009795372,11.83
1509009795373,13.28
1509009795374,15.35
1509009795375,16.94
1509009795376,15.05
1509009795377,9.06
1509009795378,8.06
1509009795379,19.56
1509009795380,14.84
1509009795381,14.01
1509009795382,14.4
1509009795383,12.17
1509009795384,16.73
1509009795385,17.81
1509009795386,13.67
1509009795387,14.5
1509009795388,11.54
1509009795389,13.48
1509009795390,18.63
1509009795391,11.57
1509009795392,15.54
1509009795393,15.74
1509009795394,17.27
1509009795395,14.75
1509009795396,16.6
1509009795397,13.6
1509009795398,13.14
1509009795399,11.8
1509009795400,8.54
1509009795401,16.68
1509009795402,12.3
1509009795403,9.85
1509009795404,18.83
1509009795405,12.42
1509009795406,11.61
1509009795407,13.03
1509009795408,13.09
1509009795409,16.23
1509009795410,12.56
1509009795411,12.09
1509009795412,13.13
1509009795413,17.33
1509009795414,11.82
1509009795415,17.87
1509009795416,17.86
1509009795417,19.67
1509009795418,13.54
1509009795419,13.32
1509009795420,18.21
1509009795421,11.61
1509009795422,17.32
1509009795423,17.84
1509009795424,14.34
1509009795425,16.32
1509009795426,11.17
1509009795427,10.6
1509009795428,9.25
1509009795429,19.81
1509009795430,12.28
1509009795431,10.45
1509009795432,13.61
1509009795433,14.56
1509009795434,18.07
1509009795435,12.81
1509009795436,7.18
1509009795437,13.63
1509009795438,11.89
1509009795439,13.63
1509009795440,10.58
1509009795441,16.11
1509009795442,12.05
1509009795443,19.5
1509009795444,11.76
1509009795445,12.63
1509009795446,17.17
1509009795447,14.67
1509009795448,13.16
1509009795449,12.37
1509009795450,16.97
1509009795451,7.83
1509009795452,12.31
1509009795453,14.12
1509009795454,12.07
1509009795455,12.78
1509009795456,10.83
1509009795457,9.09
1509009795458,15.64
1509009795459,12.93
1509009795460,16.57
1509009795461,14.85
1509009795462,15.59
1509009795463,19.11
1509009795464,10.81
1509009795465,15.65
1509009795466,20.01
1509009795467,15.37
1509009795468,14
1509009795469,17.62
1509009795470,9.88
1509009795471,21.27
1509009795472,18.97
1509009795473,17.76
1509009795474,16.37
1509009795475,14.24
1509009795476,12.97
1509009795477,18.36
1509009795478,16.84
1509009795479,18.07
1509009795480,13.11
1509009795481,13.68
1509009795482,15.59
1509009795483,11.86
1509009795484,14.2
1509009795485,10.54
1509009795486,14.23
1509009795487,13.66
1509009795488,12.55
1509009795489,11.82
1509009795490,10.13
1509009795491,11.91
1509009795492,12.17
1509009795493,12.27
1509009795494,14.53
1509009795495,13.82
1509009795496,14.45
1509009795497,19.22
1509009795498,14.99
1509009795499,21.53
1509009795500,16.77
1509009795501,16.15
1509009795502,11.1
1509009795503,12.41
1509009795504,13.5
1509009795505,17.43
1509009795506,9.26
1509009795507,17.2
1509009795508,14.12
1509009795509,13.47
1509009795510,10.22
1509009795511,12.03
1509009795512,13.69
1509009795513,13.71
1509009795514,16.42
1509009795515,13.33
1509009795516,18.27
1509009795517,15.93
1509009795518,14.23
1509009795519,11.84
1509009795520,19.66
1509009795521,14.06
1509009795522,11.26
1509009795523,15.26
1509009795524,10.68
1509009795525,23.61
1509009795526,18.05
1509009795527,10.2
1509009795528,15.73
1509009795529,14.97
1509009795530,14.97
1509009795531,13.75
1509009795532,18.13
1509009795533,18.87
1509009795534,15.36
1509009795535,14.77
1509009795536,15.08
1509009795537,17.52
1509009795538,13.65
1509009795539,18.97
1509009795540,12.13
1509009795541,14.12
1509009795542,15.22
1509009795543,13.14
1509009795544,18.35
1509009795545,12.18
1509009795546,14.22
1509009795547,14.11
1509009795548,13.19
1509009795549,11.1
1509009795550,18.22
1509009795551,15.94
1509009795552,17.19
1509009795553,17.13
1509009795554,16.8
1509009795555,13.89
1509009795556,11.65
1509009795557,17.48
1509009795558,10.29
1509009795559,10.48
1509009795560,13.07
1509009795561,20.57
1509009795562,17.2
1509009795563,22.16
1509009795564,15.77
1509009795565,10.6
1509009795566,14.12
1509009795567,15.87
1509009795568,15.34
1509009795569,18.43
1509009795570,15.79
1509009795571,18.99
1509009795572,13.59
1509009795573,15.2
1509009795574,9.93
1509009795575,11.79
1509009795576,17.43
1509009795577,21.31
1509009795578,10.09
1509009795579,13.03
1509009795580,16.1
1509009795581,14.36
1509009795582,20.65
1509009795583,20.15
1509009795584,17.68
1509009795585,15.17
1509009795586,11.46
1509009795587,16.66
1509009795588,12.19
1509009795589,15.34
1509009795590,9.74
1509009795591,9.48
1509009795592,13.73
1509009795593,17.52
1509009795594,17.61
1509009795595,13.52
1509009795596,13.69
1509009795597,10.93
1509009795598,18.72
1509009795599,15.76
1509009795600,11.14
1509009795601,18.65
1509009795602,10.04
1509009795603,10.83
1509009795604,13.21
1509009795605,16.13
1509009795606,16.36
1509009795607,18.37
1509009795608,16
1509009795609,10.44
1509009795610,10.91
1509009795611,14.4
1509009795612,14.08
1509009795613,13.34
1509009795614,16.27
1509009795615,16.42
1509009795616,18.17
1509009795617,11.94
1509009795618,12.48
1509009795619,11.19
1509009795620,14.9
1509009795621,15.82
1509009795622,14.75
1509009795623,22.59
1509009795624,14.22
1509009795625,15.67
1509009795626,13.85
1509009795627,15.8
1509009795628,18.8
1509009795629,11.64
1509009795630,13.2
1509009795631,11.75
1509009795632,8.87
1509009795633,11.9
1509009795634,17.72
1509009795635,14.93
1509009795636,16.13
1509009795637,13.04
1509009795638,10.42
1509009795639,10.5
1509009795640,14.8
1509009795641,17.44
1509009795642,15.68
1509009795643,9.76
1509009795644,16.13
1509009795645,15.01
1509009795646,14.52
1509009795647,17.37
1509009795648,14.98
1509009795649,13.61
1509009795650,11.4
1509009795651,12.07
1509009795652,14.28
1509009795653,11.94
1509009795654,19.39
1509009795655,12.33
1509009795656,8.51
1509009795657,16.21
1509009795658,16.54
1509009795659,11.3
1509009795660,14.01
1509009795661,17.2
1509009795662,18.31
1509009795663,17.45
1509009795664,11.8
1509009795665,15.79
1509009795666,18.47
1509009795667,19.08
1509009795668,17.5
1509009795669,12.54
1509009795670,16.27
1509009795671,15.48
1509009795672,14.08
1509009795673,10.68
1509009795674,8.98
1509009795675,10.78
1509009795676,14.2
1509009795677,17.19
1509009795678,12.64
1509009795679,14.36
1509009795680,14.07
1509009795681,11.24
1509009795682,10.94
1509009795683,6.73
1509009795684,12.91
1509009795685,13.54
1509009795686,16.23
1509009795687,11.66
1509009795688,15.76
1509009795689,12.75
1509009795690,16.38
1509009795691,8.64
1509009795692,14.82
1509009795693,20.04
1509009795694,12.73
1509009795695,16.89
1509009795696,9.61
1509009795697,16.51
1509009795698,15.57
1509009795699,20.46
1509009795700,18.23
1509009795701,19.83
1509009795702,15.5
1509009795703,17.74
1509009795704,12.87
1509009795705,17.62
1509009795706,15.58
1509009795707,14.57
1509009795708,14.05
1509009795709,7.53
1509009795710,12.34
1509009795711,16.72
1509009795712,17.25
1509009795713,11.45
1509009795714,10.06
1509009795715,12.23
1509009795716,14.87
1509009795717,11.46
1509009795718,18.67
1509009795719,11.06
1509009795720,21.12
1509009795721,14.16
1509009795722,18.91
1509009795723,9.58
1509009795724,11.35
1509009795725,14.99
1509009795726,10.95
1509009795727,17.18
1509009795728,13.87
1509009795729,16.9
1509009795730,14.09
1509009795731,15.4
1509009795732,10.88
1509009795733,15.59
1509009795734,15.35
1509009795735,14.88
1509009795736,12.98
1509009795737,10.37
1509009795738,20.14
1509009795739,12.34
1509009795740,12.07
1509009795741,11.2
1509009795742,15.51
1509009795743,13.85
1509009795744,16
1509009795745,12.06
1509009795746,16.05
1509009795747,10.54
1509009795748,15.37
1509009795749,8.86
1509009795750,14.06
1509009795751,9.2
1509009795752,15.73
1509009795753,14.34
1509009795754,15.03
1509009795755,14.12
1509009795756,13.32
1509009795757,12.89
1509009795758,14.78
1509009795759,11.14
1509009795760,17.99
1509009795761,10.3
1509009795762,14.83
1509009795763,18.42
1509009795764,14.78
1509009795765,10.99
1509009795766,11.54
1509009795767,15.14
1509009795768,16.65
1509009795769,16.7
1509009795770,19.94
1509009795771,16.77
1509009795772,19.2
1509009795773,19.04
1509009795774,15.45
1509009795775,15.57
1509009795776,16.76
1509009795777,14.29
1509009795778,15.7
1509009795779,13.2
1509009795780,16.23
1509009795781,13.65
1509009795782,12.88
1509009795783,16.04
1509009795784,10.26
1509009795785,14.12
1509009795786,14.84
1509009795787,15.8
1509009795788,12.02
1509009795789,12.78
1509009795790,12.67
1509009795791,14.3
1509009795792,15.97
1509009795793,16.54
1509009795794,12.58
1509009795795,12.93
1509009795796,13.59
1509009795797,12.94
1509009795798,13.34
1509009795799,18.84
1509009795800,8.81
1509009795801,13.77
1509009795802,18.28
1509009795803,9.53
1509009795804,15.02
1509009795805,13.85
1509009795806,17.27
1509009795807,9.79
1509009795808,12.44
1509009795809,13.35
1509009795810,14.73
1509009795811,17.83
1509009795812,14.06
1509009795813,10.96
1509009795814,13.92
1509009795815,15.02
1509009795816,18.35
1509009795817,13.46
1509009795818,16.98
1509009795819,15.46
1509009795820,13.07
1509009795821,10.94
1509009795822,16.7
1509009795823,14.47
1509009795824,16.03
1509009795825,13.92
1509009795826,16.81
1509009795827,10.26
1509009795828,17.64
1509009795829,10.15
1509009795830,8.34
1509009795831,14.62
1509009795832,14.27
1509009795833,17.68
1509009795834,12.47
1509009795835,15.41
1509009795836,13.99
1509009795837,13.21
1509009795838,17.64
1509009795839,12.21
1509009795840,11.44
1509009795841,12.26
1509009795842,10.88
1509009795843,10.49
1509009795844,15.22
1509009795845,16.31
1509009795846,15.83
1509009795847,15.64
1509009795848,20.14
1509009795849,17.03
1509009795850,17.56
1509009795851,13.64
1509009795852,16.01
1509009795853,14.05
1509009795854,14.74
1509009795855,15.04
1509009795856,13.42
1509009795857,18.16
1509009795858,14.53
1509009795859,11.69
1509009795860,13.15
1509009795861,14.8
1509009795862,16.83
1509009795863,7.71
1509009795864,15.57
1509009795865,11.91
1509009795866,18.2
1509009795867,16.02
1509009795868,11.89
1509009795869,7.62
1509009795870,13.54
1509009795871,16.08
1509009795872,17.87
1509009795873,13.64
1509009795874,16.44
1509009795875,8.82
1509009795876,7.96
1509009795877,11.28
1509009795878,15.5
1509009795879,13.31
1509009795880,16.89
1509009795881,12.06
1509009795882,17.15
1509009795883,17.28
1509009795884,10.32
1509009795885,14.27
1509009795886,13.87
1509009795887,13.17
1509009795888,19.5
1509009795889,16.64
1509009795890,10.11
1509009795891,17.32
1509009795892,12.83
1509009795893,16.4
1509009795894,10.57
1509009795895,14.36
1509009795896,11.56
1509009795897,15.12
1509009795898,16.79
1509009795899,16.14
1509009795900,10.54
1509009795901,16.84
1509009795902,16.74
1509009795903,12.09
1509009795904,15.94
1509009795905,11.45
1509009795906,15.32
1509009795907,14.94
1509009795908,12.06
1509009795909,12.28
1509009795910,16.52
1509009795911,13.68
1509009795912,14.36
1509009795913,11.73
1509009795914,12.43
1509009795915,17.02
1509009795916,13.08
1509009795917,17.84
1509009795918,15.8
1509009795919,18.48
1509009795920,16.42
1509009795921,18.16
1509009795922,13.29
1509009795923,19.97
1509009795924,16.86
1509009795925,13.93
1509009795926,15.49
1509009795927,12.26
1509009795928,12.54
1509009795929,20
1509009795930,17.44
1509009795931,14.09
1509009795932,8.2
1509009795933,10.16
1509009795934,15.72
1509009795935,23.11
1509009795936,14.61
1509009795937,9.3
1509009795938,16.29
1509009795939,18.72
1509009795940,14.89
1509009795941,15.39
1509009795942,15.63
1509009795943,17.74
1509009795944,17.19
1509009795945,15.23
1509009795946,10.77
1509009795947,14.81
1509009795948,9.62
1509009795949,11.57
1509009795950,17.27
1509009795951,14.96
1509009795952,15.16
1509009795953,15.81
1509009795954,15.96
1509009795955,11.65
1509009795956,10.45
1509009795957,18.78
1509009795958,10.45
1509009795959,9.75
1509009795960,14.27
1509009795961,10.63
1509009795962,8.13
1509009795963,15.84
1509009795964,15.58
1509009795965,13.52
1509009795966,20
1509009795967,7.97
1509009795968,9.96
1509009795969,15.65
1509009795970,18.41
1509009795971,14.35
1509009795972,12.26
1509009795973,15
1509009795974,11.09
1509009795975,11.83
1509009795976,6.7
1509009795977,18.22
1509009795978,8.05
1509009795979,15.54
1509009795980,14.02
1509009795981,13.7
1509009795982,13.67
1509009795983,14.66
1509009795984,17.44
1509009795985,19.53
1509009795986,16.39
1509009795987,16.62
1509009795988,18
1509009795989,10.34
1509009795990,10.32
1509009795991,10.75
1509009795992,18.26
1509009795993,16.36
1509009795994,9.98
1509009795995,14.01
1509009795996,14.76
1509009795997,13.49
1509009795998,16.9
1509009795999,17.58
1509009796000,12.66
1509009796001,16.89
1509009796002,50.08
1509009796003,61.28
1509009796004,57.14
1509009796005,51.64
1509009796006,49.96
1509009796007,62.33
1509009796008,57.3
1509009796009,64
1509009796010,59.73
1509009796011,48.38
1509009796012,62.24
1509009796013,58.28
1509009796014,64.67
1509009796015,53.88
1509009796016,57.9
1509009796017,64.77
1509009796018,57.75
1509009796019,55.86
1509009796020,57.12
1509009796021,55.39
1509009796022,51.57
1509009796023,48.39
1509009796024,53.01
1509009796025,45.54
1509009796026,53.6
1509009796027,52.68
1509009796028,57.64
1509009796029,51.24
1509009796030,56.13
1509009796031,54.39
1509009796032,53.67
1509009796033,51.87
1509009796034,52.02
1509009796035,49.43
1509009796036,49.09
1509009796037,57.43
1509009796038,47.66
1509009796039,54.06
1509009796040,47.2
1509009796041,60.21
1509009796042,58.8
1509009796043,50.42
1509009796044,50.74
1509009796045,53.31
1509009796046,58.62
1509009796047,53.6
1509009796048,63.34
1509009796049,58.56
1509009796050,50.15
1509009796051,53.34
1509009796052,58.86
1509009796053,50.3
1509009796054,60
1509009796055,51.51
1509009796056,59.11
1509009796057,54.06
1509009796058,52.37
1509009796059,55.04
1509009796060,52.58
1509009796061,52.08
1509009796062,52.62
1509009796063,59.73
1509009796064,53.42
1509009796065,58.75
1509009796066,55.81
1509009796067,60.56
1509009796068,38.68
1509009796069,59.8
1509009796070,62.28
1509009796071,46.3
1509009796072,51.37
1509009796073,53.82
1509009796074,53.97
1509009796075,56.19
1509009796076,55.45
1509009796077,58.18
1509009796078,54.53
1509009796079,54.5
1509009796080,51.15
1509009796081,56.88
1509009796082,53.1
1509009796083,53.93
1509009796084,58.96
1509009796085,56.11
1509009796086,49.42
1509009796087,52.87
1509009796088,54.69
1509009796089,52.73
1509009796090,57.93
1509009796091,56.05
1509009796092,55.52
1509009796093,48.45
1509009796094,59.04
1509009796095,57.82
1509009796096,56.51
1509009796097,59.43
1509009796098,57.94
1509009796099,58.41
1509009796100,55.48
1509009796101,44.82
1509009796102,59.28
1509009796103,59.34
1509009796104,59.09
1509009796105,50.5
1509009796106,46.86
1509009796107,49.98
1509009796108,57.54
1509009796109,55.36
1509009796110,54.92
1509009796111,51.83
1509009796112,59.83
1509009796113,54.72
1509009796114,45.4
1509009796115,53.49
1509009796116,47.02
1509009796117,50.79
1509009796118,45.6
1509009796119,51.39
1509009796120,56.75
1509009796121,55.53
1509009796122,49.01
1509009796123,52.94
1509009796124,48.79
1509009796125,52.13
1509009796126,53.04
1509009796127,51.77
1509009796128,55.51
1509009796129,55.3
1509009796130,55.84
1509009796131,56.84
1509009796132,59.44
1509009796133,52.74
1509009796134,53.09
1509009796135,59.45
1509009796136,59.3
1509009796137,55.27
1509009796138,67.95
1509009796139,52.34
1509009796140,56.21
1509009796141,57.41
1509009796142,60.92
1509009796143,48.22
1509009796144,57.42
1509009796145,64.96
1509009796146,48.98
1509009796147,51.33
1509009796148,49.55
1509009796149,52.54
1509009796150,59.19
1509009796151,57.58
1509009796152,47.7
1509009796153,55.52
1509009796154,51.81
1509009796155,57.27
1509009796156,50.75
1509009796157,55.61
1509009796158,53.58
1509009796159,57.98
1509009796160,62.98
1509009796161,64.96
1509009796162,56.03
1509009796163,55.66
1509009796164,58.28
1509009796165,47.88
1509009796166,59.52
1509009796167,57.17
1509009796168,58.35
1509009796169,54.69
1509009796170,48.55
1509009796171,52.22
1509009796172,62.61
1509009796173,57.4
1509009796174,55.09
1509009796175,60.69
1509009796176,54.46
1509009796177,54.2
1509009796178,59.64
1509009796179,61.49
1509009796180,57.85
1509009796181,61.27
1509009796182,59.75
1509009796183,52.44
1509009796184,63.42
1509009796185,55.42
1509009796186,53.89
1509009796187,47.82
1509009796188,49.84
1509009796189,52.43
1509009796190,56.04
1509009796191,61.3
1509009796192,54.28
1509009796193,56.55
1509009796194,50.96
1509009796195,51.43
1509009796196,46.18
1509009796197,56.12
1509009796198,58.81
1509009796199,53.38
1509009796200,58.54
1509009796201,59.22
1509009796202,55.63
1509009796203,50.92
1509009796204,49.42
1509009796205,54.18
1509009796206,55.41
1509009796207,56.51
1509009796208,53.92
1509009796209,60.54
1509009796210,52.62
1509009796211,61.58
1509009796212,49.46
1509009796213,55.74
1509009796214,54.56
1509009796215,57.42
1509009796216,61.08
1509009796217,58.97
1509009796218,54.23
1509009796219,53.21
1509009796220,48.81
1509009796221,57.29
1509009796222,53
1509009796223,56.54
1509009796224,54.48
1509009796225,59.73
1509009796226,49.68
1509009796227,45.04
1509009796228,47.05
1509009796229,49.51
1509009796230,51.97
1509009796231,49.28
1509009796232,56.86
1509009796233,57.45
1509009796234,58.85
1509009796235,54.93
1509009796236,54.06
1509009796237,54.55
1509009796238,56.97
1509009796239,59.93
1509009796240,54.66
1509009796241,49.6
1509009796242,60.78
1509009796243,57.27
1509009796244,51.98
1509009796245,54
1509009796246,58.29
1509009796247,52.13
1509009796248,50
1509009796249,55.52
1509009796250,51.26
1509009796251,56.13
1509009796252,58.26
1509009796253,58.74
1509009796254,58
1509009796255,54.05
1509009796256,51.94
1509009796257,51.56
1509009796258,58.89
1509009796259,49.88
1509009796260,54.55
1509009796261,54.8
1509009796262,56.73
1509009796263,53.54
1509009796264,55.22
1509009796265,56.98
1509009796266,47.81
1509009796267,53.97
1509009796268,51.74
1509009796269,51.81
1509009796270,56.5
1509009796271,47.42
1509009796272,44.39
1509009796273,53.1
1509009796274,51.42
1509009796275,57.06
1509009796276,57.86
1509009796277,54.53
1509009796278,55.69
1509009796279,58.2
1509009796280,55.33
1509009796281,57.81
1509009796282,53.18
1509009796283,56
1509009796284,52.99
1509009796285,52.95
1509009796286,57.73
1509009796287,55.03
1509009796288,56.01
1509009796289,60.91
1509009796290,50.38
1509009796291,52.03
1509009796292,57.02
1509009796293,48.64
1509009796294,59.58
1509009796295,50.34
1509009796296,52.41
1509009796297,52.14
1509009796298,45.86
1509009796299,55.08
1509009796300,51.85
1509009796301,51.85
1509009796302,16.91
1509009796303,13.82
1509009796304,14.56
1509009796305,12.25
1509009796306,15.37
1509009796307,13.86
1509009796308,16.97
1509009796309,11.26
1509009796310,16.38
1509009796311,15.43
1509009796312,18.62
1509009796313,15.16
1509009796314,10.39
1509009796315,11.57
1509009796316,20.62
1509009796317,10.11
1509009796318,15.42
1509009796319,14.03
1509009796320,17.96
1509009796321,9.73
1509009796322,14.37
1509009796323,10.83
1509009796324,13.87
1509009796325,13.52
1509009796326,14.25
1509009796327,15.11
1509009796328,15.56
1509009796329,16.43
1509009796330,17.71
1509009796331,12.42
1509009796332,11.24
1509009796333,13.81
1509009796334,11.66
1509009796335,17.29
1509009796336,13.7
1509009796337,9.99
1509009796338,13.63
1509009796339,10.74
1509009796340,10.7
1509009796341,14.42
1509009796342,10.15
1509009796343,17.7
1509009796344,9.71
1509009796345,11.45
1509009796346,13.22
1509009796347,14.65
1509009796348,9.34
1509009796349,10.08
1509009796350,13.83
1509009796351,15.39
1509009796352,13.07
1509009796353,13.06
1509009796354,14.94
1509009796355,13.27
1509009796356,11.88
1509009796357,14.05
1509009796358,13.32
1509009796359,12.61
1509009796360,14.96
1509009796361,11.26
1509009796362,12.59
1509009796363,13.89
1509009796364,14.87
1509009796365,17.31
1509009796366,17.09
1509009796367,20.79
1509009796368,9.54
1509009796369,10.87
1509009796370,18.88
1509009796371,14.19
1509009796372,15.58
1509009796373,16.72
1509009796374,11.85
1509009796375,16.66
1509009796376,8.73
1509009796377,15.71
1509009796378,17.05
1509009796379,16.12
1509009796380,11.93
1509009796381,13.11
1509009796382,10.66
1509009796383,15.97
1509009796384,16.36
1509009796385,13.63
1509009796386,13.06
1509009796387,18.53
1509009796388,16.2
1509009796389,17.77
1509009796390,13.28
1509009796391,13.48
1509009796392,14.43
1509009796393,14.09
1509009796394,18.81
1509009796395,10.1
1509009796396,12.86
1509009796397,11.85
1509009796398,17.95
1509009796399,13.94
1509009796400,16.46
1509009796401,17.15
1509009796402,12.19
1509009796403,22.45
1509009796404,13.16
1509009796405,14.78
1509009796406,14.15
1509009796407,16.71
1509009796408,15.85
1509009796409,16.01
1509009796410,11.19
1509009796411,13.31
1509009796412,12.02
1509009796413,12.98
1509009796414,10.66
1509009796415,13.02
1509009796416,13.36
1509009796417,13.05
1509009796418,19.71
1509009796419,15.13
1509009796420,15.57
1509009796421,17.32
1509009796422,19.84
1509009796423,13.85
1509009796424,11.5
1509009796425,14.33
1509009796426,15.17
1509009796427,14.49
1509009796428,14.94
1509009796429,12.88
1509009796430,17.92
1509009796431,12.88
1509009796432,14.49
1509009796433,18.53
1509009796434,18.38
1509009796435,16.21
1509009796436,17.2
1509009796437,11.33
1509009796438,11.94
1509009796439,14.82
1509009796440,13.98
1509009796441,14.63
1509009796442,12.45
1509009796443,13.56
1509009796444,11.45
1509009796445,15.24
1509009796446,13.97
1509009796447,11.59
1509009796448,16.81
1509009796449,14.6
1509009796450,14.36
1509009796451,14.26
1509009796452,14.17
1509009796453,13.46
1509009796454,13.92
1509009796455,17.91
1509009796456,15.76
1509009796457,10.91
1509009796458,16.07
1509009796459,10.7
1509009796460,15.84
1509009796461,13.43
1509009796462,11.67
1509009796463,14.86
1509009796464,13.44
1509009796465,12.32
1509009796466,14.17
1509009796467,15.1
1509009796468,15.2
1509009796469,9.92
1509009796470,13.79
1509009796471,11.83
1509009796472,15.22
1509009796473,17.43
1509009796474,12.39
1509009796475,19.18
1509009796476,11.85
1509009796477,11.41
1509009796478,14.47
1509009796479,13.96
1509009796480,12.58
1509009796481,14.03
1509009796482,9.65
1509009796483,13.04
1509009796484,14
1509009796485,18.02
1509009796486,12.45
1509009796487,16.38
1509009796488,14.87
1509009796489,11.18
1509009796490,18.68
1509009796491,17.17
1509009796492,8.91
1509009796493,15.98
1509009796494,11.11
1509009796495,15.3
1509009796496,20.32
1509009796497,14.23
1509009796498,15.57
1509009796499,10.42
1509009796500,9.71
1509009796501,16.45
1509009796502,16.09
1509009796503,11.74
1509009796504,15.15
1509009796505,21.57
1509009796506,10.35
1509009796507,15.92
1509009796508,14.25
1509009796509,9.58
1509009796510,16.19
1509009796511,20.84
1509009796512,13.8
1509009796513,20.97
1509009796514,14.32
1509009796515,12.92
1509009796516,15.5
1509009796517,13
1509009796518,7.95
1509009796519,15.24
1509009796520,15.75
1509009796521,16.3
1509009796522,16.4
1509009796523,13.04
1509009796524,15.08
1509009796525,13.05
1509009796526,12.35
1509009796527,6.76
1509009796528,17.73
1509009796529,9.66
1509009796530,16.14
1509009796531,14.8
1509009796532,12.17
1509009796533,13.35
1509009796534,19.77
1509009796535,15.42
1509009796536,18.13
1509009796537,11.57
1509009796538,14.34
1509009796539,18.25
1509009796540,15.1
1509009796541,13.69
1509009796542,10.24
1509009796543,16.63
1509009796544,19.87
1509009796545,10.13
1509009796546,13.01
1509009796547,11.44
1509009796548,19.25
1509009796549,12.56
1509009796550,13.77
1509009796551,20.81
1509009796552,15.96
1509009796553,11.96
1509009796554,10.78
1509009796555,10.02
1509009796556,12.6
1509009796557,15.47
1509009796558,17.11
1509009796559,14.52
1509009796560,17.75
1509009796561,12.04
1509009796562,10.62
1509009796563,18.23
1509009796564,15.37
1509009796565,15.64
1509009796566,12.96
1509009796567,12.53
1509009796568,16
1509009796569,18.14
1509009796570,16.89
1509009796571,6.83
1509009796572,15.4
1509009796573,19.13
1509009796574,15.55
1509009796575,10.73
1509009796576,16.83
1509009796577,9.76
1509009796578,17.5
1509009796579,12.52
